"名称","住所","現場責任者（建設部）","路線","地名起点","地名終点","業者（名称）","規制原因","規制状況","方向区分","規制開始日時","規制終了日時","報告者（建設部）","路面状況_1","路面状況_2","曜日_1","曜日_2","時間_1","時間_2","車両_1","車両_2","迂回路の有無","迂回路（名称）","備考","経度","緯度","分類"
"一般国道 169号　新宮市熊野川町玉置口(時間制限通行止)","","新宮建設部","一般国道 169号","新宮市熊野川町玉置口","新宮市熊野川町玉置口","","","時間制限通行止","上下","2021/07/12 9:00","2021/08/06 16:30","","","","日祝除く","","時間規制","9：00～10：15、10：30～12：00、13：00～14：30、14：45～16：30","","","無","","","135.881543536361","33.8950666448809","通行止"
"一般国道 371号　古座川町真砂(時間通行規制)","","串本建設部","一般国道 371号","古座川町真砂","古座川町真砂","","","時間通行規制","上下","2021/07/12 22:00","2021/08/03 5:00","","","","土日祝除く","","時間規制","22：00～23：00、23：15～1：45、2：15～3：30、3：45～5：00","緊急車両除く","","有","国道371号、県道串本古座川線、国道42号、県道上富田すさみ線、県道すさみ古座線、国道371号","","135.689256937563","33.585375523534","通行止"
"一般国道 371号　古座川町真砂(時間通行規制)","","串本建設部","一般国道 371号","古座川町真砂","古座川町真砂","","","時間通行規制","上下","2021/07/12 22:00","2021/08/03 5:00","","","","土日祝除く","","時間規制","22：00～23：00、23：15～1：45、2：15～3：30、3：45～5：00","緊急車両除く","","有","国道371号、県道串本古座川線、国道42号、県道上富田すさみ線、県道すさみ古座線、国道371号","","135.691004798701","33.5864384233268","通行止"
"一般国道 480号　高野町高野山(片側交互通行)","","伊都建設部","一般国道 480号","高野町高野山","高野町高野山","","","片側交互通行","上下","2021/03/22 8:00","2021/08/07 9:00","","","","","","終日","","","","無","","","135.549644283525","34.2139241438377","片側規制"
"一般国道 480号　高野町高野山(片側交互通行)","","伊都建設部","一般国道 480号","高野町高野山","高野町高野山","","","片側交互通行","上下","2021/03/22 8:00","2021/08/07 9:00","","","","","","終日","","","","無","","","135.549694230934","34.2161569420878","片側規制"
"主要地方道 田辺龍神線　田辺市上秋津(全面通行止（仮設道により通行可）)","","","主要地方道 田辺龍神線","田辺市上秋津","田辺市上秋津","","災害","全面通行止（仮設道により通行可）","","2021/07/12 14:00","未定","西牟婁建設部","その他","落石の恐れ","","","終日","","","","有","県道田辺龍神線（仮設道）","仮設道により通行可","135.412580071712","33.7715055626391","通行止"
"主要地方道 田辺龍神線　田辺市上秋津(全面通行止（仮設道により通行可）)","","","主要地方道 田辺龍神線","田辺市上秋津","田辺市上秋津","","災害","全面通行止（仮設道により通行可）","","2021/07/12 14:00","未定","西牟婁建設部","その他","落石の恐れ","","","終日","","","","有","県道田辺龍神線（仮設道）","仮設道により通行可","135.412477003705","33.7771828147842","通行止"
"一般国道 424号　有田川町西ケ峯(通行止)","","有田建設部","一般国道 424号","有田川町西ケ峯","有田川町西ケ峯","桑原組、木下建設","","通行止","上下","2021/03/12","2021/11/26","","","","","","終日","","","","有","","","135.28154901168","34.0920597580374","通行止"
"一般国道 424号　有田川町西ケ峯(通行止)","","有田建設部","一般国道 424号","有田川町西ケ峯","有田川町西ケ峯","桑原組、木下建設","","通行止","上下","2021/03/12","2021/11/26","","","","","","終日","","","","有","","","135.281982948987","34.0924947097673","通行止"
"一般県道 印南停車場線　印南町印南(全面通行止)","","日高建設部","一般県道 印南停車場線","印南町印南","印南町印南","株式会社千代徳組","","全面通行止","上下","2021/08/25 9:00","2021/08/27 17:00","","","","","","時間規制","9:00-17:00","","","有","","","135.218385411366","33.8136576681551","通行止"
"一般県道 印南停車場線　印南町印南(全面通行止)","","日高建設部","一般県道 印南停車場線","印南町印南","印南町印南","株式会社千代徳組","","全面通行止","上下","2021/08/25 9:00","2021/08/27 17:00","","","","","","時間規制","9:00-17:00","","","有","","","135.218576390259","33.8138496531448","通行止"
"一般県道 上初湯川皆瀬線　日高川町愛川(終日)","","日高建設部","一般県道 上初湯川皆瀬線","日高川町愛川","日高川町上初湯川","株式会社市川組","","終日","上下","2021/08/09","2022/02/08","","","","","","終日","","","","有","","","135.392421205076","33.9922412741129","通行止"
"一般県道 上初湯川皆瀬線　日高川町愛川(終日)","","日高建設部","一般県道 上初湯川皆瀬線","日高川町愛川","日高川町上初湯川","株式会社市川組","","終日","上下","2021/08/09","2022/02/08","","","","","","終日","","","","有","","","135.395206899857","33.9931851990093","通行止"
"一般国道 371号　古座川町平井(全面通行止)","","串本建設部","一般国道 371号","古座川町平井","古座川町平井","小森組","","全面通行止","上下","2021/07/31 9:00","2021/08/09 17:00","","","","日曜除く","","時間規制","9:00～10:00、10:15～12:00、13:00～14:40、14:55～17:00","緊急車両除く","","有","","","135.691745521875","33.6349081648678","通行止"
"一般国道 371号　古座川町平井(全面通行止)","","串本建設部","一般国道 371号","古座川町平井","古座川町平井","小森組","","全面通行止","上下","2021/07/31 9:00","2021/08/09 17:00","","","","日曜除く","","時間規制","9:00～10:00、10:15～12:00、13:00～14:40、14:55～17:00","緊急車両除く","","有","","","135.686372848326","33.644468072755","通行止"
"一般県道 温川田辺線　田辺市伏菟野(時間制限通行止22:00～5:00)","","西牟婁建設部","一般県道 温川田辺線","田辺市伏菟野","田辺市長野","","","時間制限通行止22:00～5:00","上下","2021/07/26 22:00","2021/08/12 5:00","","","","","土日除く","夜間","22:00～5:00","緊急車両除く","","有","県道田辺龍神線、長野上秋津線","","135.439098526245","33.7867878115458","通行止"
"一般県道 温川田辺線　田辺市伏菟野(時間制限通行止22:00～5:00)","","西牟婁建設部","一般県道 温川田辺線","田辺市伏菟野","田辺市長野","","","時間制限通行止22:00～5:00","上下","2021/07/26 22:00","2021/08/12 5:00","","","","","土日除く","夜間","22:00～5:00","緊急車両除く","","有","県道田辺龍神線、長野上秋津線","","135.441999653822","33.7712088811358","通行止"
"一般県道 芳養清川線　田辺市中芳養(通行止)","","西牟婁建設部","一般県道 芳養清川線","田辺市中芳養","田辺市上芳養","丸山組","","通行止","上下","2021/08/03 8:00","2021/08/10 17:00","","","","日祝除く","","時間規制","","緊急車両除く","","有","市道上芳養芳養町1号","","135.35768246427","33.7926561241128","通行止"
"一般県道 芳養清川線　田辺市中芳養(通行止)","","西牟婁建設部","一般県道 芳養清川線","田辺市中芳養","田辺市上芳養","丸山組","","通行止","上下","2021/08/03 8:00","2021/08/10 17:00","","","","日祝除く","","時間規制","","緊急車両除く","","有","市道上芳養芳養町1号","","135.357697453423","33.7935970129736","通行止"
"主要地方道 有田湯浅線　有田市千田(長さ12mを超える車両のみ通行止)","","有田建設部","主要地方道 有田湯浅線","有田市千田","有田市千田","匠建設","","長さ12mを超える車両のみ通行止","上下","2020/07/09 12:00","2021/09/30 17:00","","","","","","終日","","","","有","","","135.137984457007","34.060156768241","大型車通行止"
"主要地方道 有田湯浅線　有田市千田(長さ12mを超える車両のみ通行止)","","有田建設部","主要地方道 有田湯浅線","有田市千田","有田市千田","匠建設","","長さ12mを超える車両のみ通行止","上下","2020/07/09 12:00","2021/09/30 17:00","","","","","","終日","","","","有","","","135.137575428133","34.0624814232123","大型車通行止"
